lyric,artist
team will resort to new cars briefcases with cream tryna find a space in the jeans for placing the green and a watch get they,Drake
attention the bracelet's clean i'm stayin' the music wifey kinda need to be a band lover i keep it flow an old school like your,Drake
grandmother i'm a tan brother they use rubber bands to keep his money intact if you don't like it you should ban rubber hook i,Drake
take time to make that money some breakdowns get caked back money flip eight times get eight stacks money you can not get jack for,Drake
free and my proceeds and cash right money there's no need to stash right money same four g's from last night money you cannot take,Drake
that from me these days i really can't break 0s hunnid and make money money every month the government will take money from me make,Drake
750 look how quicky i spent that don't call me broke cause i strictly resent that last my p had to flip my the rent,Drake
because the tax bracket i'm in's is 50 percent flat all because of ebay givin' me leway basically do the paypal i need a raise,Drake
now seems every time a nigga stop and he eat i end up always tryna shop and compete they know a nigga 'bout it when,Drake
it's in his size and cops it in more colors than popsicle pete till i'm piled to the top with receipts trust the store and,Drake
i don't understand less is more wanna get 'em to the point where they owe me and they gon' see drake's on his job it's,Drake
like hook i take time to make that money some breakdowns get caked back money flip eight times get eight stacks money you can not,Drake
get jack for free and my proceeds and cash right there's no need to stash right same four g's from last night you cannot take,Drake
that from me,Drake
jcole wrote a beautiful and moving apology to individuals and families affected by autism who were understandably hurt by a in jodeci freestyle i share,Drake
responsibility and offer my sincerest apologies for the pain this has caused individuals with autism have brilliant and creative minds and their gifts should not,Drake
be disparaged or discounted this was a learning lesson for both of us and im grateful for the opportunity to try to right this wrong,Drake
j cole and i believe that it is the right responsible and respectful decision to remove the lyric from the song,Drake
drake trey songz yeah i can't have the tissue before you sneeze you know no i can't bow down at your feet you know no,Drake
mmm no no yeah drizzy drake i got a triple king bed and i don't mind sharing i got a big gwagon i don't mind,Drake
sharing we can get wild like olivia we can get stoned like sharon wrote take care but they push me to the point where i'm,Drake
just not caring drake i'm just more ready than petty nowadays young and in control even when they stoop low i see anything is anything,Drake
and everything's a go but i already know that i'm just more ready than petty nowadays just know young and in control even when they,Drake
stoop low i see anything is anything i'm watching y'all close i'm just more ready than yeah yeah i'm just more ready than petty nowadays,Drake
just know yeah drake you don't wanna question it you just want definite yeah i jump out of relationships before i get left in it,Drake
yeah the sex we have reminds me of the money and success a bit yeah 'cause even when i got it i just gotta keep,Drake
getting it even when i got it i just gotta keep getting it big hotel suite i'm the only one in it always going back,Drake
to some shit that i already been it plenty fish up in the sea but i never go fishing we got everybody sick sending get,Drake
well soons and a lot of well wishes young and in control even when they stoop low i see anything is anything and everything is,Drake
a go drake but i already know that i'm just more ready than petty nowadays just know young and in control even when they stoop,Drake
low i see anything is anything i'm watching y'all close i'm just more ready than yeah i'm just more ready than petty nowadays just know,Drake
trey songz you don't wanna question it you just want definite you try to make it right i destroy what's left of it oh woah,Drake
the sex we have reminds me of the money and sucess a bit 'cause even since i got it i don't wanna stop getting it,Drake
even since i got it i don't wanna stop getting it yeah big hotel suite i'm the only one in it only one in it,Drake
yeah always coming back when we're done yeah we're already finished oh no yeah plenty fish up in the sea and i love to go,Drake
fishing we got everybody sick lot of get well soons lot of well wishes oh trey songz young and in control even when they stoop,Drake
low i see anything is anything and everything is a go but i already know that i'm just more ready than petty nowadays just know,Drake
young and in control even when they stoop low i see anything is anything and everything is a go but i already know that i'm,Drake
just more ready than drake i'm just more ready than petty nowadays just know trey songz i gotta keep you rigth here 'cause i don't,Drake
like sharing yeah she got a big and i don't like carrying we've been gettin' wild like olivia never had a souvenir carring told 'em,Drake
i was ready back when they are just not hearing i'm just more ready than petty nowadays just know young and in control even when,Drake
they stoop low i see anything is anything and everything is a go but i already know that i'm just more ready than yeah yeah,Drake
message hey yo drake you never answer your goddamn phone huh pick up the phone man i know they got you running around bro anyway,Drake
its all good with socrates hooking you up dawg hey best wishes for this tape i hope you take over the world you know we,Drake
gon' do it you make sure you get me on there you call me when you need that hook you call me when you need,Drake
that beat you call me when you need that hot 6 bro and lets put this whole mathematics together dawg once again its a whole,Drake
gang from room for improvement so we about to be taking over this year right riiight message yo drake what up this is keeyaga your,Drake
boy here umm i dont know why youre not picking up the phone youre probably out you know talking to lindsay lohan or will be,Drake
talking to tyra banks whatever but yo check it out its your boy keeyaga im just calling to say what up havent talked to you,Drake
in forever indefinitely you know we need to go you know downtown toronto kick it together and do what we gotta do but uh i,Drake
gotta you know get off the phone because i have you know beyoncé you know eva mendes all on the other line so yo do,Drake
what you gotta do and holla at your boy man all the best peace,Drake
message what up this kim damn ive been trying to get at you all week why dont you call me back message okay i lied,Drake
damn i swear just call me back message okay alright hit it too why dont you just call me back,Drake
drake talkingadlibing its young money baby i got something for these niggas to ride to fa'sho here i go let me do me you just,Drake
do you i'm double cupped right now suwoop to the bangers suwoop to the bangers yeah and i say i be on some g shit,Drake
i be on some g shit check out what i done and check out who i be with im me bitch i said i'm me,Drake
bitch then it goes young young young young young break bust that pussy open then i tell her bring it back make sure you dont,Drake
fall in love cuz i dont have the time for that only thing i chase is money if you tell me where its at when,Drake
you rich there is a certain type of woman you attract i say i be on some g shit i be on some g shit,Drake
check some other niggas for that louis shopping spree shit not me bitch i said not me bitch and it goes young young young young,Drake
young breakbreakdown i a'int have sex in a long time x are we havin is sex tonight ladies say i ain't have sex in a,Drake
long time i a'int have sex in a long ass time baby i ain't have sex in a long time are we havin is sex,Drake
tonight sex tonight let me do me you just do you im double cupped right now suwoop to the whoa oh oh ohh fade,Drake
hook lil wayne now shawty got a man but i got a plan look homie i ain't trying to force your hand but i'ma take,Drake
your girl i'ma take your girl hook drake and i can tell you she wants me she wants me she wants me she wants me,Drake
and yes i want her too i'ma take your girl drake i swear to you every time i sees her i seizure keep running through,Drake
my mind jog my memories amnesia touch ya tease ya nervous don't freeze up she let me take control i run a woman like a,Drake
visa she always run back to me saying he's a dog off the leash he got this other girl alicia she tell me she's in,Drake
hell i tell her take a breather i'm nothing like your man but i can't love you neither it's wifey over bitches but money's over,Drake
her cause money's under nothing my life is such a blur it's not the way it has to go it' just what i prefer and,Drake
any young money nigga i know would concur weezy talk to 'em interlude lil wayne and she wants me she wants me yeah and i,Drake
want her too yeah i want her too lil wayne i'm talkin' 'bout shawty got something about her shawty got this thing about her shawty,Drake
got that thing that make you wannna wrap a ring around her wanna rap and sing about her so thats what i does shit that's,Drake
what it was they rub my back in the tub it was me yeah we all buddies and shawty gots a husband and everyone knows,Drake
bout him but fuck him hook lil wayne and i can tell you she wants me she wants me she wants me she wants me,Drake
and yes i want her too i'ma take your girl hook drake shawty got a man but i got a plan listen homie i ain't,Drake
trying to force your hand but i'ma take your girl i'ma take your girl drake and her girls and they girls comin' with me yeah,Drake
talkin' one on three yeah they ain't playin no d yeah thats cause they playin for me yeah kidkid just as long as we know,Drake
whats good on both ends i'm loving ya like i'm ya man though we just friends if ya shy come see me for ya comfortin',Drake
i got a comfortable suite at the comfort inn i tell her i don't own a boat baby but i can float and i don't,Drake
own a plane but there's a mary jane and we can float your man ain't worrying about what's going on over here you could get,Drake
penalized the way you blowin' below the rear now this game like a analog i don't sweat cause it show how fake you are she,Drake
stressin' ya she testin' ya she just tryin' to see what kinda level ya on you don't make it bounce like a basketball you ain't,Drake
even get no ass at all now you sittin at the club trying to laugh it off she done found her mid glam boy you,Drake
messin up you messed up wasn't easy to clean your mess up she found me and i blessed her i applied to her pressure she,Drake
call me a professor i went gave her her lecture i bet she says i'm better than her man was ever hook drake shawty got,Drake
a man but i got a plan look homie i ain't trying to force your hand but i'ma take your girl i'ma take your girl,Drake
hook lil wayne x and i can tell you she wants me she wants me she wants me she wants me and yes i want,Drake
her too i'ma take your girl,Drake
lyrics from snippet drake i spilled all my emotions tonight i'm sorry rollin' rollin' rollin' rollin' rollin' you don't even drink at all yeah,Drake
this the record that my backpack underground fans get to skippin' back back southern town fans get to tippin' chasin' fat stacks runnin' down grands,Drake
and submission i don't back track every single sound for me different i don't own no ice i just got clean rap i don't ever,Drake
two step i just rock lean snap we could take it out to houston where the rides all glossed up anybody i'm standin' beside's all,Drake
bossed up burglar minded they say i'm servin' them rhymers and me and nickel f go together like burgers and diners yes i'm like a,Drake
waiter and you something like a hater with trays in both hands place an order i can cater uh i got the diamonds in my,Drake
teeth flow memphis is the reason that my rhyming and my speech slow peep though when i get fed up its sped up riding through,Drake
the streets just reclining in my seat hoe uh them city lights is looking brighter its am in the morning an' the pen is like,Drake
a lighter im just a writer flaming pages of a notebook my rachel mcadams get at em when i ignite her yup soon as a,Drake
couple plan a trip you smell gasoline im burning all up and down the strip strip i done said it i give you the unleaded,Drake
just tip me if your tank is empty come get me hook yo the city is mine which one toronto drake that's me you know,Drake
how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make 'em wanna shake,Drake
shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go,Drake
shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college,Drake
go break it down like you working for your tuition at howard mama get it how you live that thang that you working is power,Drake
tryna be generous so honey here's a tip nowadays it's gettin cheaper to put 0's on the whip so if you a opportunist look for,Drake
0's in the clip and if you find 'em attractive and funny that's when you dip dip and it's a trip my city broke into,Drake
sections up north i got me a couple of troubles couple connections and it's nothing that i created on purpose there's people that gotta problem,Drake
but they scared to let it surface uh ya boy say this that and the third to 'em see me out and they never utter,Drake
a word to 'em expect me not to draw a card from the deck anybody in my city going hard i respect but you got,Drake
a debt and you choose not to pay that i'mma hop ya fence come into your yard and collect lect uh it ain't a problem,Drake
of concern bruh i always end up with exactly what i earn bruh this ain't last year money like a cashier so hand your receipt,Drake
if you tryna make a return bruh yessir i live in a city where a lot of people don't get shine shine and i be,Drake
on by the fence as soon as anybody stepping out of line line and i got way too much love for the city i can,Drake
never get too much of and if anybody hatin' on me i deport 'em the city is mine boy hook yo the city is mine,Drake
which one toronto drake that's me you know how the story goes pull up range rove yo chick wanna roll and i play myself in,Drake
the stereo and i make 'em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that,Drake
thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move,Drake
that thang like you gettin money for college go after that break it down break it break it down after that break it down break,Drake
it break it down after that break it down break it break it down after that break it down break it break it down,Drake
drake,Drake
uh uh yeah lube up get ready boys little crusty d is going in raw yeah lets go pube jungle lustful uncle my toaster is,Drake
plugged in and ready to go stick my dick in and watch the cum flow my meat is wide it's tender and tough i love,Drake
it when my uncle handles me rough crunchy asshole writhing erection little crusty d loves circumflexion bending shaft cracking cock smash my balls with a,Drake
cinder block my goliath of a cock can destroy entire villages in one fell swoop i am currently searing my defiled shaft on a lodge,Drake
cast iron frying pan my balls hang down 4 inches i should seek immediate medical attention they continue to sag lower everyday little crusty d,Drake
is out,Drake
yeah 6 shit been with so many women i cant even count bitches all borrowin my netflix account messin up all of my recommendations you,Drake
know i dont wanna watch sense8 son he may be my kid but im not buying no family plan bucks a month i aint made,Drake
of money damn learned my lesson thought i could trust a hoe gotta change the password to hbo go for real,Drake
what am i doing what am i doing no seriously what am i doing and how did i get here who am i,Drake
kyla baby i like your style drake grips on your waist front way back way you know that i don't play streets not safe but,Drake
i never run away even when i'm away oti oti there's never much love when we go ot i pray to make it back in,Drake
one piece i pray i pray drake that's why i need a one dance got a hennessy in my hand one more time 'fore i,Drake
go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go,Drake
higher powers taking a hold on me interlude kyla baby i like your style drake strength and guidance all that i'm wishing for my friends,Drake
nobody makes it from my ends i had to bust up the silence you know you gotta stick by me soon as you see the,Drake
text reply me i don't wanna spend time fighting we've got no time drake and that's why i need a one dance got a hennessy,Drake
in my hand one more time 'fore i go higher powers taking a hold on me i need a one dance got a hennessy in,Drake
my hand one more time 'fore i go higher powers taking a hold on me wizkid got a pretty girl and she love me long,Drake
time wine it wine it very long time oh yeah very long time back up back up back up and wine it back up back,Drake
up and wine it girl back up back up back up and wine it oh yeah very long time back up back up and wine,Drake
it girl refrain kyla wizkid tell me i need to know where do you wanna go cause if you're down i'll take it slow make,Drake
you lose control where where where where where where where oh yeah very long time where where where back up back up and wine it,Drake
girl where where where where cause if you're down back up back up and cause if you're down back up back up and cause if,Drake
you're down back up back up and drake i need a one dance got a hennessy in my hand one more time 'fore i go,Drake
higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go higher,Drake
powers taking a hold on me,Drake
gabriel garzón montano rock me real slowly put a bib on me i'm just like a baby droolin' over you the things you do drake,Drake
these days i'm lettin' god handle all things above me the things i can't change are the reason you love me listen you can hear,Drake
them callin' my name i'm all over the place i can't sit in one place i'm not ashamed at all still findin' myself let alone,Drake
a soulmate i'm just sayin' feel like we one and the same our relationship changed that or it never existed whenever they say somethin' 'bout,Drake
us you listen but fuck what they talkin' about on your timeline that's cuttin' all into my time with you fuck what they talkin' about,Drake
on your timeline that's cuttin' all into my time with you my time with you my gabriel garzón montano rock me real slowly put a,Drake
bib on me i'm just like a baby droolin' over you the things you do drake she said you're my everything i love you through,Drake
everything i done did everything to her she forgave me for everything this a forever thing hate that i treat it like it's a whatever,Drake
thing trust me girl this shit is everything to me she from the jungle she from the jungle i take somebody else's car drive there,Drake
undercover this shit is everything to me this shit is everything don't know where we stand i used to hit you 'bout everything drake are,Drake
we still good are we still good are we still good are we still good if i need to talk are you around are you,Drake
down for the cause are you down are you down are you down are you down for the cause pre drake are you down are,Drake
you down are you down are you down for the cause you still down you still down you still down gabriel garzón montano rock me,Drake
real slowly put a bib on me i'm just like a baby droolin' over you the things you do drake yeah these days these new,Drake
girls they got me nervous they go to school and do bottle service they can't decide they keep switchin' majors being indecisive makes me anxious,Drake
call your number and it's out of service pre drake who can i call for your information what am i supposed to do after we,Drake
done everything that we've done who is your replacement are we still good are we still good are we still good are we still good,Drake
gabriel garzón montano rock me real slowly put a bib on me i'm just like a baby droolin' over you the things you do,Drake
produced by dj dahi worst mothafucka never loved us fucka never loved us you ain't know now you know now still at it scrub j's,Drake
with a toothbrush shit niggas still playing my old shit but your shit is like the police askin' us questions nigga we don't know shit,Drake
flexin' nigga i'm just flexin' nigga never loved us do it look like we stressin' look at you look at you and look at you,Drake
aww i'm glad that they chose us 'cause man it's a mission tryna fight to the finish just to see am i finished on my,Drake
worst behavior no they used to never want to hear us remember mothafucka never loved us remember mothafucka remember mothafucka never loved us i'm on,Drake
my worst behavior don't you ever get it fucked up mothafuckas never loved us man mothafuckas never loved us worst behavior mothafuckas never loved us,Drake
fucka never loved us worst behavior hold up hold my phone mothafuckas never loved us fucka never loved us now you want to roll one,Drake
mothafucka never loved us so everywhere we go now full cup always hated the boy but now the boy is the man mothafucka i done,Drake
growed up you know me you know me i'm liable to do anything when it comes to that you owe me you owe me you,Drake
owe me bitch you better have my money when i come for that shit like odb on my worst behavior no they used to never,Drake
want to hear us remember mothafucka never loved us remember mothafucka remember mothafucka never loved us i'm on my worst behavior don't you ever get,Drake
it fucked up mothafuckas never loved us man mothafuckas never loved us worst behavior mothafuckas never loved us fucka never loved us worst behavior who's,Drake
hot who not tell me who rock who sell out in stores you tell me who flop who copped the new drop whose jewels got,Drake
rocks who else making rap albums doing numbers like it's pop same old pimp drake you know ain't nothin' changed with these funny style niggas,Drake
we done put on in the game i just ask for some blessings at my grandmother's grave then it's back to la open the mail,Drake
starin' at the check enough to make you throw up man it's gross what i net i'm with my whole set tennis matches at the,Drake
crib i swear i could beat serena when she playin' with her left oh where i reside it look like a resort inside nigga where,Drake
your shit from i imported mine bar mitzvah money like my last name mordecai fuck you bitch i'm more than high my momma probably hear,Drake
that and be mortified this ain't the son you raised who used to take the acura 5 am then go and shoot degrassi up on,Drake
morningside for all the stuntin' i'll forever be immortalized yeah back and forth across the borderline hate to leave the city but i've got to,Drake
do the overtime gone all the time even the important times i should let you know ahead i'm comin' back on my worst behavior remember,Drake
remember mothafucka remember hold up hold my phone they used to never want to hear us remember mothafucka never loved us remember mothafucka remember worst,Drake
behavior,Drake
produced by partynextdoor yeah pre when i pull up on a nigga tell that nigga back back i'm too good with these words watch a,Drake
nigga backtrack if i die all i know is i'm a mothafuckin' legend it's too late for my city i'm the youngest nigga reppin' oh,Drake
my god oh my god if i die i'm a legend oh my god oh my god if i die i'm a legend i'm up,Drake
first i'm on tour got a girl she from the south used to work used to dance in texas now she clean the house everyday,Drake
i was strugglin' to learn what life's about on my way money taught me spanish make it andale way up north packed in honda cars,Drake
they don't know who we are fuck 'em all they only pussy niggas shootin' at the star right or wrong i'ma write my wrongs they,Drake
can't live this long you don't know where you're gonna go i got this shit mapped out strong pre when i pull up on a,Drake
nigga tell that nigga back back i'm too good with these words watch a nigga backtrack all i know if i die i'm a mothafuckin',Drake
legend it's too late for my city i'm the youngest nigga reppin' oh my god oh my god if i die i'm a legend oh,Drake
my god oh my god if i die i'm a legend i'm the one one why do i feel like the only one why do,Drake
i feel like you owe me one 6 god i'm the holy one yeah you know wassup yeah they been off for a minute now,Drake
you know they all sentimental now you know they all actin' different now and i i just can't pretend seen too much it's so hard,Drake
for me to let new people in i can't change this shit set in stone they can't live this long you don't know where you're,Drake
gonna go i got this shit mapped out strong pre when i pull up on a nigga tell that nigga back back i'm too good,Drake
with these words watch a nigga backtrack all i know if i die i'm a mothafuckin' legend it's too late for my city i'm the,Drake
youngest nigga reppin' oh my god oh my god if i die i'm a legend oh my god oh my god if i die i'm,Drake
a legend i'm the one,Drake
rihanna i know you've been hurt by someone else i can tell by the way you carry yourself if you let me here's what i'll,Drake
do i'll take care of you i'll take i'll take i've loved and i've lost drake i've asked about you and they told me things,Drake
but my mind didn't change and i still feel the same what's a life with no fun please don't be so ashamed i've had mine,Drake
you've had yours we both know we know they won't get you like i will my only wish is i die real 'cause that truth,Drake
hurts and those lies heal and you can't sleep thinking that he lies still so you cry still tears all in the pillowcase big girls,Drake
all get a little taste ah pushing me away so i give her space ah dealing with a heart that i didn't break i'll be,Drake
there for you i will care for you i keep thinking you just don't know tryna run from that say you done with that on,Drake
your face girl it just don't show when you're ready just say you're ready when all the baggage just ain't as heavy and the party's,Drake
over just don't forget me we'll change the pace and we'll just go slow you won't ever have to worry you won't ever have to,Drake
hide and you've seen all my mistakes so look me in my eyes rihanna drake 'cause if you let me here's what i'll do i'll,Drake
take care of you i'll take i'll take i've loved and i've lost yeah drake it's my birthday i'll get high if i want to,Drake
can't deny that i want you but i'll lie if i have to 'cause you don't say you love me to your friends when they,Drake
ask you even though we both know that you do you do one time been in love one time you and all your girls in,Drake
the club one time all so convinced that you're following your heart 'cause your mind don't control what it does sometimes we all have our,Drake
nights though don't be so ashamed i've had mine you've had yours we both know we know you hate being alone well you ain't the,Drake
only one you hate the fact that you bought the dream and they sold you one you love your friends but somebody should've told you,Drake
some to save you instead they say interlude gil scottheron don't tell me i don't care if you hurt i don't tell you you don't,Drake
care if you're true don't tell me i don't care if you hurt i don't tell you you don't care if you're true rihanna i,Drake
know you've been hurt by someone else i can tell by the way you carry yourself if you let me here's what i'll do i'll,Drake
take care of you i'll take i'll take i've loved and i've lost,Drake
yeah this on some old tommy campos dice raw shit you know for my niggas though uh you underestimated greatly most number ones ever how,Drake
long did it really take me the part i love most is they need me more than they hate me so they never take shots,Drake
i got everybody on safety i could load every gun with bullets that fire backwards probably wouldn't lose a single rapper niggas make threats can't,Drake
hear 'em over the laughter yeah that's 'cause i'm headed to the bank nigga sinatra lifestyle i'm just bein' frank with ya i mean where,Drake
you think she at when she ain't with ya wildin' doin' shit that's way out of your budget owl sweaters inside her luggage you gotta,Drake
love it damn this shit could go on a tape bitches lovin' my drive i never give it a break give these niggas the look,Drake
the and even the hook that's why every song sound like drake featurin' drake str8 y pree why is it always me got us watchin',Drake
our words like it's wiretaps on the team 'cause i show love never get the same outta niggas guess it's funny how money can make,Drake
change outta niggas for real some nobody started feelin' himself a couple somebodies started killin' themself a couple albums dropped those are still on the,Drake
shelf i bet them shits would have popped if i was willin' to help i got a gold trophy from the committee for validation bad,Drake
press during the summer over allegations i ain't lyin' my nigga my time is money that's why i ain't got time for a nigga whose,Drake
time is coming a lot of niggas pr stuntin' like that's the movement and i'm the only nigga still known for the music i swear,Drake
fuck them niggas this year i made forbes list nigga fuck your list everything's lookin' gorgeous without me rap is just a bunch of orphans,Drake
but if i stay then this shit is a bunch of corpses and me and my dread nigga from new orleans stashin' money like hoarders,Drake
off multiplatinum recordings eatin' like im seated at swish sotto and joso's nothing was the same this shit for ezee and coco this shit for,Drake
karim this shit for jaevon this shit for julius milly mill boy we do this shit for real all them boys in my will all,Drake
them boys is my wills anything happen to pop then i got you like uncle phil weezy been on that edge you niggas just need,Drake
to chill if anything happen to papi might pop a nigga for real comin' live from the screwface livin' out a suitcase but i'm feelin',Drake
good johnny got me pushin' two plates my weight up i refused to wait up i started a new race it's funny when you think,Drake
a nigga blew up after lupe niggas treat me like i've been here for 0 some niggas been here for a couple never been here,Drake
again i'm on my king james shit i'm tryna win here again a young nigga tryna win here again man what's up ayy yeah a,Drake
young nigga tryin' to win here again if i like her i just fly her to the city i'm in i got her drinkin' with,Drake
your boy i got her fucked up shorty aww yeah,Drake
ugh you're a monster eminem i can swallow a bottle of alcohol and i'll feel like godzilla better hit the deck like the card dealer,Eminem
my whole squad's in here walking around the party a cross between a zombie apocalypse and bbobby the brain heenan which is probably the same,Eminem
reason i wrestle with mania shady's in this bitch i'm posse'd up consider it to cross me a costly mistake if they sleepin' on me,Eminem
the hoes better get insomnia adhd hydroxycut pass the courvoisier hey hey in aa with an ak melee finna set it like a playdate better,Eminem
vacate retreat like a vacay mayday ayy this beat is craycray ray j hahaha laughing all the way to the bank i spray flames they,Eminem
cannot tame or placate the juice wrld with eminem monster you get in my way i'ma feed you to the monster yeah i'm normal during,Eminem
the day but at night turn to a monster yeah when the moon shines like ice road truckers i look like a villain outta those,Eminem
blockbusters godzilla fire spitter monster blood on the dance floor and on the louis v carpet fire godzilla fire monster blood on the dance floor,Eminem
and on the louis v carpet eminem i'm just a product of slick rick and onyx told 'em lick the balls had 'em just appalled,Eminem
did so many things that pissed 'em off it's impossible to list 'em all and in the midst of all this i'm in a mental,Eminem
hospital with a crystal ball tryna see will i still be like this tomorrow risperdal voices whisper my fist is balled back up against the,Eminem
wall pencil drawn this is just the song to go ballistic on you just pulled a pistol on a guy with a missile launcher i'm,Eminem
just a loch ness the mythological quick to tell a bitch screw off like a fifth of vodka when you twist the top of the,Eminem
bottle i'm a juice wrld with eminem monster you get in my way i'ma feed you to the monster yeah i'm normal during the day,Eminem
but at night turn to a monster yeah when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla,Eminem
fire spitter monster blood on the dance floor and on the louis v carpet fire godzilla fire monster blood on the dance floor and on,Eminem
the louis v carpet eminem if you never gave a damn ayy raise your hand 'cause i'm about to set trip vacation plans i'm on,Eminem
point like my index is so all you will ever get is the motherfuckin' finger finger prostate exam 'xam how can i have all these,Eminem
fans and perspire like a liar's pants i'm on fire and i got no plans to retire and i'm still the man you admire these,Eminem
chicks are spazzin' out i only get more handsome and flyer i got 'em passin' out like what you do when you hand someone flyers,Eminem
and what goes around comes around just like the blades on the chainsaw 'cause i caught the flack but my dollars stacked right off the,Eminem
bat like a baseball like kid ink bitch i got them racks with so much ease that they call me diddy 'cause i make bands,Eminem
and i call getting cheese a cakewalk cheesecake yeah bitch i'm a player i'm too motherfuckin' stingy for cher won't even lend you an ear,Eminem
ain't even pretending to care but i tell a bitch i'll marry her if she'll bury her face in my genital area the original richard,Eminem
ramirez cristhian rivera 'cause my lyrics never sit well so they wanna give me the chair like a paraplegic and it's scary call it hari,Eminem
kari 'cause e'ry tom and dick and harry carry a merriam motherfuckin' dictionary on 'em swearing up and down they can spit this shit's hilarious,Eminem
it's time to put these bitches in the obituary column we wouldn't see eye to eye with a staring problem get the shaft like a,Eminem
steering column monster trigger happy pack heat but it's black ink evil half of the bad meets evil that means take a back seat take,Eminem
it back to fat beats with a maxi single look at my rap sheet what attracts these people is my 'gangsta bitch' like apache with,Eminem
a catchy jingle i stack chips you barely got a halfeaten cheeto fill 'em with the venom and eliminate 'em other words i minute maid,Eminem
'em i don't wanna hurt 'em but i did i'm in a fit of rage i'm murderin' again nobody will evade i'm finna kill 'em,Eminem
and dump all their fuckin' bodies in the lake obliterating everything incinerate a renegade i'm here to make anybody who want it with the pen,Eminem
afraid but don't nobody want it but they're gonna get it anyway 'cause i'm beginnin' to feel like i'm mentally ill i'm attila kill or,Eminem
be killed i'm a killer bee the vanilla gorilla you're bringin' the killer within me outta me you don't wanna be the enemy of the,Eminem
demon who entered me and be on the receivin' end of me what stupidity it'd be every bit of me's the epitome of a spitter,Eminem
when i'm in the vicinity motherfucker you better duck or you finna be dead the minute you run into me a hundred percent of you,Eminem
is a fifth of a percent of me i'm 'bout to fuckin' finish you bitch i'm unfadable you wanna battle i'm available i'm blowin' up,Eminem
like an inflatable i'm undebatable i'm unavoidable i'm unevadable i'm on the toilet bowl i got a trailer full of money and i'm paid in,Eminem
full i'm not afraid to pull a eminem man stop look what i'm plannin' haha,Eminem
eminem justin vernon photoshoot you know everybody's been tellin' me what they think about me for the last few months it's too loud maybe it's,Eminem
time i tell 'em what i think about them can't hear it coming down the hallway stairs from the parking lot it's too loud threes,Eminem
not a crowd all up in it slow fire justin vernon don't fall on my face don't fall on my faith oh don't fall on,Eminem
my fate don't fall on my faith oh don't fall on my fate don't fall on my eminem gotta concentrate against the clock i race,Eminem
got no time to waste i'm already late i got a marathoner's pace went from addict to a workaholic word to dr dre in that,Eminem
first marijuana tapeguess i got a chronic case yeah and i ain't just blowin' smoke 'less it's in your momma's face i know this time,Eminem
paul and dre they won't tell me what not to say nope and though me and my party days have all pretty much parted ways,Eminem
you'd swear to god i forgot i'm the guy that made not afraid one last time for charlamagne if my response is late it's just,Eminem
how long it takes to hit my fuckin' radar i'm so far away these rappers are like hunger games one minute they're mockin' jay next,Eminem
minute they get their style from migos or they copy drake maybe i just don't know when to turn around and walk away but all,Eminem
the hate i call it walkonwatergate i've had as much as i can tolerate i'm sick and tired of waitin' i done lost my patience,Eminem
i can take all of you motherfuckers on at once you wanted shady you got him justin vernon eminem don't fall on my face yeah,Eminem
don't fall on my faith oh don't fall on my fate line 'em up don't fall on my faith oh rrr don't fall on my,Eminem
fate look eminem somebody tell budden before i snap he better fasten it or have his body bag get zipped the closest thing he's had,Eminem
to hits is smackin' bitches pump it up and don't make me have to give it back to akademiks say this shit is trash again,Eminem
i'll have you twisted like you had it when you thought you had me slippin' at the telly even when i'm gettin' brain you'll never,Eminem
catch me with a thot lacking with it he ain't spittin' like this on his last shit ho you better go back and listen you,Eminem
know me better thinkin' i'll slow or let up call it trap 'cause it's a total setup hopin' that you rappers fall in that dre,Eminem
said hold your head upkathy griffin stackin' ammunition slap the clip in cock it back on competition this is how i shot ahead pewgabby gifford,Eminem
my attack is vicious jack the ripper back in business tyler create nothin' i see why you called yourself a faggot bitch it's not just,Eminem
'cause you lack attention it's because you worship d's balls you're sackreligious if you're gonna critique me you better at least be as good or,Eminem
better get earl the hooded sweater whatever his name is to help you put together some words more than just two letters the fans waited,Eminem
for this moment like that feature when i stole the show ha sorry if i took forever haha justin vernon eminem don't fall on my,Eminem
face yeah don't fall on my faith oh i won't don't fall on my fate line 'em up don't fall on my faith oh ha,Eminem
don't fall on my fate it's too easy eminem just remember i was here before you and i'll be here after you make your runin,Eminem
for you detractors i might have to fuck pitchfork with a corkscrew just what the doctor ordered revenge is the best medicine yeah increase the,Eminem
dose from least to most and then tell the grammys to go and fuck themselves they suck the blood from all the biggest artists like,Eminem
some leeches so they nominate 'em get 'em there get a name to mc the show every parasite needs a host haha then give album,Eminem
of the year to somebody that no one's ever even heard of all i know is i wrote every single word to everything i ever,Eminem
murdered time to separate the sheep from goats yeah and i got no faith in your writers i don't believe in ghosts when rap needed,Eminem
